"TIPO_DATO_AVQ","Tipo dato","MISURA_AVQ","Misura","SEXISTAT1","Sesso","CONDIZIONE_DICH","Condizione e posizione nella professione","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2016","2016",80.2,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2017","2017",80.6,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2018","2018",79.3,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2019","2019",79.9,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2020","2020",81.8,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2021","2021",82.9,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2022","2022",80.8,,
"15_LUNCH_HOME","pranzo in casa","HSC","per 100 persone con le stesse caratteristiche","2","femmine","99","totale","2023","2023",79.9,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","1993","1993",1677,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","1994","1994",1708,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","1995","1995",1686,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","1996","1996",1667,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","1997","1997",1553,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","1998","1998",1580,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","1999","1999",1518,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2000","2000",1494,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2001","2001",1464,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2002","2002",1406,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2003","2003",1429,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2005","2005",1438,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2006","2006",1489,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2007","2007",1436,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2008","2008",1470,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2009","2009",1430,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2010","2010",1516,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2011","2011",1483,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2012","2012",1476,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2013","2013",1472,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2014","2014",1525,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2015","2015",1415,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2016","2016",1542,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2017","2017",1453,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2018","2018",1487,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2019","2019",1525,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2020","2020",1564,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2021","2021",1558,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2022","2022",1535,,
"15_MMEAL_LUNCH","pasto principale il pranzo","THV","valori in migliaia","2","femmine","5","studente","2023","2023",1436,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","1993","1993",1.4,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","1994","1994",1.7,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","1995","1995",1.4,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","1996","1996",1.9,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","1997","1997",0.6,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","1998","1998",1.2,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","1999","1999",1,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2000","2000",0.8,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2001","2001",1,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2002","2002",1.1,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2003","2003",1.1,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2005","2005",0.8,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2006","2006",0.9,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2007","2007",0.6,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2008","2008",0.7,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2009","2009",0.9,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2010","2010",0.9,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2011","2011",1.3,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2012","2012",0.7,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2013","2013",0.9,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2014","2014",1.3,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2015","2015",0.5,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2016","2016",0.6,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2017","2017",1,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2018","2018",0.7,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2019","2019",0.7,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2020","2020",0.1,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2021","2021",0.2,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2022","2022",0.7,,
"15_LUNCH_REST","pranzo al ristorante o trattoria","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1C","operaio, apprendista","2023","2023",0.4,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","1993","1993",1718,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","1994","1994",1676,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","1995","1995",1713,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","1996","1996",1464,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","1997","1997",1369,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","1998","1998",1391,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","1999","1999",1417,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2000","2000",1482,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2001","2001",1412,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2002","2002",1467,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2003","2003",1481,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2005","2005",1590,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2006","2006",1533,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2007","2007",1702,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2008","2008",1603,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2009","2009",1551,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2010","2010",1515,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2011","2011",1644,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2012","2012",1622,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2013","2013",1659,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2014","2014",1662,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2015","2015",1691,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2016","2016",1767,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2017","2017",1776,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2018","2018",1669,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2019","2019",1729,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2020","2020",1765,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2021","2021",1575,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2022","2022",1700,,
"15_LUNCH_HOME","pranzo in casa","THV","valori in migliaia","2","femmine","1C","operaio, apprendista","2023","2023",1684,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","1993","1993",0,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","1994","1994",0,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","1995","1995",0,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","1996","1996",45.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","1997","1997",50.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","1998","1998",40,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","1999","1999",46,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2000","2000",43.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2001","2001",41.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2002","2002",40.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2003","2003",44.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2005","2005",44.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2006","2006",42.9,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2007","2007",43.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2008","2008",46.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2009","2009",49.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2010","2010",45.8,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2011","2011",43.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2012","2012",47.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2013","2013",42.6,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2014","2014",42.5,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2015","2015",41,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2016","2016",42.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2017","2017",40.3,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2018","2018",40.1,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2019","2019",37.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2020","2020",41.7,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2021","2021",38.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2022","2022",41.2,,
"15_MILK_BREAK","colazione con latte e del cibo","HSC","per 100 persone con le stesse caratteristiche","2","femmine","1A","dirigenti, imprenditori, liberi professionisti","2023","2023",41.9,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","1993","1993",0,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","1994","1994",0,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","1995","1995",0,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","1996","1996",0,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","1997","1997",16.5,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","1998","1998",19.3,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","1999","1999",18.9,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2000","2000",20.2,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2001","2001",17.6,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2002","2002",21,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2003","2003",17.5,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2005","2005",20,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2006","2006",20,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2007","2007",21.3,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2008","2008",22.7,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2009","2009",23.7,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2010","2010",22.4,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2011","2011",22.7,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2012","2012",24.1,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2013","2013",23.2,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2014","2014",22.7,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2015","2015",23.5,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2016","2016",26,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2017","2017",25.7,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2018","2018",24.4,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2019","2019",24.4,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2020","2020",24.2,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2021","2021",25.3,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2022","2022",25.5,,
"15_LUNCH_WORK","pranzo sul posto di lavoro","HSC","per 100 persone con le stesse caratteristiche","9","totale","1C","operaio, apprendista","2023","2023",26.6,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","1993","1993",16327,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","1994","1994",17238,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","1995","1995",17880,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","1996","1996",19450,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","1997","1997",19473,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","1998","1998",19699,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","1999","1999",19634,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","2000","2000",19341,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","2001","2001",19388,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","2002","2002",19693,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","2003","2003",20098,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","2005","2005",20661,,
"15_ADEQ_BREAK","colazione adeguata (con latte e/o del cibo)","THV","valori in migliaia","2","femmine","99","totale","2006","2006",20721,,
